,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730
r,0.0000547813384595297,0.000184721808813463,0.000935514373876212,0.00309626486388999,0.00950771383736857,0.0173515963115699,0.0220735946070037,0.0163531614611084,0.0020024065329098,-0.0161777311459207,-0.0339293908110369,-0.0461589520639044,-0.0638170599442274,-0.0839111937391802,-0.0918323845368676,-0.0825814798330324,-0.0529500859939581,-0.0127272237062585,0.0374130366733571,0.0917018124917907,0.147964686214977,0.181542885837298,0.210684154322918,0.21005808099998,0.181312093617059,0.132064724069609,0.0937237873314768,0.0571592814131853,0.0334696571231249,0.0182354640382765,0.00929875574273056,0.00402368744468639,0.00206864285585577,0.00109484015241977,0.000454231437608273,0.000255924873034838
g,-0.0000465551578100567,-0.000157894324833262,-0.000806935349990693,-0.00270744931578577,-0.00847762750201208,-0.0160582581737572,-0.0220052902616465,-0.020027434423615,-0.0111377257659885,0.00378480874909786,0.0221389440849444,0.0389656052976383,0.0633617179306362,0.0959816264037801,0.126280276702833,0.148575844482881,0.14904480412546,0.142399359601779,0.122084916023192,0.0954473395858274,0.0674219311976705,0.0356912510232445,0.0131327795266212,-0.0023849955220723,-0.00940957311909853,-0.00988898311285979,-0.0083795126104335,-0.00560615310617611,-0.00344466325136299,-0.00192104122579659,-0.000995332794407559,-0.000435322262616115,-0.000224537288723087,-0.000118837500291445,-0.0000493037616506958,-0.0000277789046784486
b,0.000325940347936952,0.00110791404073778,0.00567747734024253,0.0191844803435519,0.0609786409022747,0.121348231070615,0.184875617772554,0.208804427587493,0.197318551088335,0.14723389938799,0.0918190858247643,0.0464855433712039,0.0229826182954325,0.00665035980215699,-0.00581601443411867,-0.0124503343693629,-0.0155242594579053,-0.0167129267323769,-0.0157009298982315,-0.0136478874825531,-0.0113178120639391,-0.0080772233570747,-0.00586317100922352,-0.00394348541612896,-0.00249047180582195,-0.00144087553494151,-0.000852895474373042,-0.000458928847344954,-0.000248389054895749,-0.000129773413397471,-0.0000641984750757048,-0.0000271982370937872,-0.0000138912645409571,-0.00000735203076459831,-0.0000030502373573105,-0.00000171857876710337
